20210424_0001, 344.14655, 1.8428609371185303, 1135794.247
20210424_0002, 344.79917, 2.140141487121582, 989198.936
20210424_0003, 346.84126, 1.6324784755706787, 1151740.721
20210424_0004, 346.66210, 1.5803885459899902, 1625885.668
20210424_0005, 331.99697, 1.0512803792953491, 1101360.156
20210424_0006, 356.82533, 0.7017993927001953, 1747036.511
20210424_0007, 369.68011, 0.4836636185646057, 1428579.643
20210424_0008, 353.78384, 0.805015504360199, 1338397.171
20210424_0009, 331.66561, 1.9609252214431763, 1228565.053
20210424_0010, 349.42485, 0.9145824313163757, 1053759.073
20210424_0011, 366.51420, 0.5644656419754028, 1307419.503
20210424_0012, 340.09374, 0.7707464098930359, 1641952.018
20210424_0013, 366.41153, 0.8302120566368103, 1642989.299
20210424_0014, 352.09541, 0.7868261337280273, 2773207.319
20210424_0015, 360.56911, 1.2532413005828857, 1361453.572
20210424_0016, 358.33231, 0.696429431438446, 1497798.072
20210424_0017, 347.65255, 1.30452299118042, 970178.069
20210424_0018, 332.30615, 1.11130952835083, 1359173.164
20210424_0019, 341.37879, 1.2124322652816772, 1331170.731
20210424_0020, 354.04264, 1.1067628860473633, 1628680.555
20210424_0021, 343.69845, 1.1302683353424072, 1193492.267
20210424_0022, 353.98071, 0.9593167304992676, 935066.682
20210424_0023, 335.40543, 1.6935181617736816, 1207671.573
20210424_0024, 343.87183, 0.7450564503669739, 1922908.989
20210424_0025, 357.16092, 0.9229603409767151, 1594049.029
20210424_0026, 351.74807, 1.5618635416030884, 1111764.045
20210424_0027, 354.44617, 1.1863493919372559, 1368223.258
20210424_0028, 351.50690, 1.215980052947998, 1386660.588
20210424_0029, 357.03191, 0.6787149906158447, 1181293.056
20210424_0030, 326.06251, 0.5413615107536316, 775707.835
20210424_0031, 348.65265, 0.8827658891677856, 1237837.193
20210424_0032, 362.50614, 1.0156804323196411, 1499140.800
20210424_0033, 357.35106, 1.017959475517273, 895734.101
20210424_0034, 331.27437, 0.9306995868682861, 931438.853
20210424_0035, 348.70627, 0.8361882567405701, 1230186.580
20210424_0036, 335.30713, 0.5153223872184753, 886391.664
