20190827_0000, 329.88098490130375, 78.3947525024414, 214594.72470960784, 37235248.0, -6039200.5, 0.25215607922012856, 73.68290213206768
20190827_0001, 332.0704892570142, 82.24500274658203, 247257.3943541676, 37233572.0, -6035163.5, 0.25214070682509343, 73.68580883562024
20190827_0002, 343.6572486298213, 81.16661071777344, 286828.9176239389, 37231872.0, -6031066.5, 0.252125114474395, 73.68876125065961
20190827_0003, 344.0037605006904, 79.06526184082031, 241877.7857312594, 37230176.0, -6026969.5, 0.252109551053306, 73.69171397675161
20190827_0004, 332.99073640320194, 67.95233154296875, 178938.9375333678, 37228500.0, -6022932.0, 0.25209418558146285, 73.69462229699099
20190827_0005, 340.3594388742585, 101.2716293334961, 336357.6095560878, 37226800.0, -6018835.0, 0.25207860080074734, 73.6975763704625
20190827_0006, 342.6946606499962, 108.85112762451172, 343372.4503773314, 37225100.0, -6014738.0, 0.2520630185562835, 73.7005314850346
20190827_0007, 350.1990683609792, 107.11194610595703, 294826.5763413934, 37223424.0, -6010700.5, 0.2520476605467728, 73.70343441670403
20190827_0008, 352.2829008153816, 109.08360290527344, 294277.88757660537, 37221720.0, -6006603.5, 0.25203205694292435, 73.70639014960476
20190827_0009, 346.6277852572925, 116.13806915283203, 326508.2802707884, 37220020.0, -6002506.0, 0.25201648174105024, 73.70934689601945
20190827_0010, 352.5125484751252, 103.2100601196289, 319028.73003172444, 37218344.0, -5998468.5, 0.2520011311975715, 73.71225220506983
20190827_0011, 351.8536413556769, 150.42066955566406, 425332.148798365, 37216640.0, -5994371.0, 0.2519855346388183, 73.71520957016588
20190827_0012, 346.3649125520708, 108.65512084960938, 311803.9274380334, 37214940.0, -5990273.5, 0.2519699670173409, 73.71816094410559
20190827_0013, 338.67341513380694, 93.63326263427734, 302729.7182025613, 37213260.0, -5986235.5, 0.25195459701487516, 73.72107493447912
20190827_0014, 323.10767099290246, 107.80989837646484, 277046.74663452484, 37211556.0, -5982138.0, 0.25193900803794617, 73.72402765855233
20190827_0015, 327.8313681683927, 102.92804718017578, 257440.3334317926, 37209856.0, -5978040.5, 0.25192344800113897, 73.72698069475699
20190827_0016, 343.04282725247936, 119.05619049072266, 377080.94025482464, 37208176.0, -5974002.5, 0.25190808547309973, 73.72988930127809
20190827_0017, 327.8937791877823, 82.52505493164062, 280595.89535631286, 37206472.0, -5969905.0, 0.25189250408219405, 73.73284366034629
20190827_0018, 331.9719919882732, 120.98500061035156, 369482.12207900756, 37204768.0, -5965807.5, 0.2518769252333171, 73.73579835970034
20190827_0019, 335.7949741245753, 91.89376068115234, 286841.00221516436, 37203088.0, -5961769.0, 0.25186156965440404, 73.73871562006885
20190827_0020, 325.0908768399739, 106.36700439453125, 327196.8720353663, 37201380.0, -5957671.0, 0.25184596892350414, 73.74166463903974
20190827_0021, 329.82819804800687, 107.5106201171875, 291356.37507123733, 37199676.0, -5953573.5, 0.25183039766624965, 73.74462170584728
20190827_0022, 336.7429039771663, 100.02619171142578, 272738.1067829528, 37197996.0, -5949535.0, 0.25181504957067735, 73.74753358518733
20190827_0023, 337.28010394555497, 105.84191131591797, 290103.24060114456, 37196288.0, -5945437.0, 0.2517994564339212, 73.75049200439466
20190827_0024, 337.9161200765616, 114.80076599121094, 372930.41869386105, 37194584.0, -5941339.0, 0.25178389224511966, 73.75345000433303
20190827_0025, 334.82153560138653, 99.89891815185547, 310834.5792103133, 37192900.0, -5937300.5, 0.25176852523365373, 73.75636426729639
20190827_0026, 323.4269315054967, 87.32599639892578, 231309.2370385576, 37191192.0, -5933202.0, 0.25175293916844055, 73.75931658944512
