20200123_0010, 443.36038, 0.07574518024921417, 2662652.575
20200123_0018, 443.36038, 0.07574518024921417, 2662652.575
20200123_0025, 443.36038, 0.07574518024921417, 2662652.575
20200123_0033, 443.36038, 0.07574518024921417, 2662652.575
20200123_0040, 443.36038, 0.07574518024921417, 2662652.575
20200123_0048, 443.36038, 0.07574518024921417, 2662652.575
20200123_0055, 443.36038, 0.07574518024921417, 2662652.575
20200123_0102, 443.36038, 0.07574518024921417, 2662652.575
20200123_0110, 443.36038, 0.07574518024921417, 2662652.575
20200123_0117, 443.36038, 0.07574518024921417, 2662652.575
20200123_0125, 443.36038, 0.07574518024921417, 2662652.575
20200123_0132, 443.36038, 0.07574518024921417, 2662652.575
20200123_0140, 443.36038, 0.07574518024921417, 2662652.575
20200123_0147, 443.36038, 0.07574518024921417, 2662652.575
20200123_0155, 443.36038, 0.07574518024921417, 2662652.575
20200123_0202, 443.36038, 0.07574518024921417, 2662652.575
20200123_0210, 443.36038, 0.07574518024921417, 2662652.575
20200123_0217, 443.36038, 0.07574518024921417, 2662652.575
20200123_0224, 443.36038, 0.07574518024921417, 2662652.575
20200123_0232, 443.36038, 0.07574518024921417, 2662652.575
20200123_0239, 443.36038, 0.07574518024921417, 2662652.575
20200123_0247, 443.36038, 0.07574518024921417, 2662652.575
20200123_0254, 443.36038, 0.07574518024921417, 2662652.575
20200123_0302, 443.36038, 0.07574518024921417, 2662652.575
20200123_0309, 443.36038, 0.07574518024921417, 2662652.575
20200123_0317, 443.36038, 0.07574518024921417, 2662652.575
20200123_0324, 443.36038, 0.07574518024921417, 2662652.575
20200123_0332, 443.36038, 0.07574518024921417, 2662652.575
20200123_0339, 443.36038, 0.07574518024921417, 2662652.575
20200123_0347, 443.36038, 0.07574518024921417, 2662652.575
20200123_0354, 443.36038, 0.07574518024921417, 2662652.575
20200123_0401, 443.36038, 0.07574518024921417, 2662652.575
20200123_0409, 443.36038, 0.07574518024921417, 2662652.575
20200123_0416, 443.36038, 0.07574518024921417, 2662652.575
20200123_0424, 443.36038, 0.07574518024921417, 2662652.575
20200123_0431, 443.36038, 0.07574518024921417, 2662652.575
20200123_0439, 443.36038, 0.07574518024921417, 2662652.575
20200123_0446, 443.36038, 0.07574518024921417, 2662652.575
20200123_0454, 443.36038, 0.07574518024921417, 2662652.575
20200123_0501, 443.36038, 0.07574518024921417, 2662652.575
20200123_0509, 443.36038, 0.07574518024921417, 2662652.575
20200123_0516, 443.36038, 0.07574518024921417, 2662652.575
20200123_0523, 443.36038, 0.07574518024921417, 2662652.575
20200123_0531, 443.36038, 0.07574518024921417, 2662652.575
20200123_0538, 443.36038, 0.07574518024921417, 2662652.575
20200123_0546, 443.36038, 0.07574518024921417, 2662652.575
20200123_0553, 443.36038, 0.07574518024921417, 2662652.575
20200123_0601, 443.36038, 0.07574518024921417, 2662652.575
20200123_0608, 443.36038, 0.07574518024921417, 2662652.575
20200123_0616, 443.36038, 0.07574518024921417, 2662652.575
20200123_0623, 443.36038, 0.07574518024921417, 2662652.575
20200123_0631, 443.36038, 0.07574518024921417, 2662652.575
20200123_0638, 443.36038, 0.07574518024921417, 2662652.575
20200123_0645, 443.36038, 0.07574518024921417, 2662652.575
20200123_0653, 443.36038, 0.07574518024921417, 2662652.575
20200123_0700, 443.36038, 0.07574518024921417, 2662652.575
20200123_0708, 443.36038, 0.07574518024921417, 2662652.575
20200123_0715, 443.36038, 0.07574518024921417, 2662652.575
20200123_0723, 443.36038, 0.07574518024921417, 2662652.575
20200123_0730, 443.36038, 0.07574518024921417, 2662652.575
20200123_0738, 443.36038, 0.07574518024921417, 2662652.575
20200123_0745, 443.36038, 0.07574518024921417, 2662652.575
20200123_0753, 443.36038, 0.07574518024921417, 2662652.575
20200123_0800, 443.36038, 0.07574518024921417, 2662652.575
20200123_0807, 443.36038, 0.07574518024921417, 2662652.575
20200123_0815, 443.36038, 0.07574518024921417, 2662652.575
20200123_0822, 443.36038, 0.07574518024921417, 2662652.575
20200123_0830, 443.36038, 0.07574518024921417, 2662652.575
20200123_0837, 443.36038, 0.07574518024921417, 2662652.575
20200123_0845, 443.36038, 0.07574518024921417, 2662652.575
20200123_0852, 443.36038, 0.07574518024921417, 2662652.575
20200123_0900, 443.36038, 0.07574518024921417, 2662652.575
20200123_0907, 443.36038, 0.07574518024921417, 2662652.575
20200123_0915, 443.36038, 0.07574518024921417, 2662652.575
20200123_0922, 443.36038, 0.07574518024921417, 2662652.575
20200123_0930, 443.36038, 0.07574518024921417, 2662652.575
20200123_0937, 443.36038, 0.07574518024921417, 2662652.575
20200123_0944, 443.36038, 0.07574518024921417, 2662652.575
20200123_0952, 443.36038, 0.07574518024921417, 2662652.575
20200123_0959, 443.36038, 0.07574518024921417, 2662652.575
20200123_1007, 443.36038, 0.07574518024921417, 2662652.575
20200123_1014, 443.36038, 0.07574518024921417, 2662652.575
20200123_1022, 443.36038, 0.07574518024921417, 2662652.575
20200123_1029, 443.36038, 0.07574518024921417, 2662652.575
20200123_1037, 443.36038, 0.07574518024921417, 2662652.575
20200123_1044, 443.36038, 0.07574518024921417, 2662652.575
