20200921_0001, 437.14073, 0.023959528654813766, -0.823
20200921_0002, 110.78286, 0.04348186403512955, 0.000
20200921_0003, 479.00381, 0.010100341401994228, 0.976
20200921_0004, 437.14071, 0.01777552254498005, 0.277
20200921_0005, 575.14475, 0.016791392117738724, -4.697
20200921_0006, 572.43041, 0.030589185655117035, 503146.060
20200921_0007, 572.43041, 0.030589185655117035, 503146.060
20200921_0008, 572.43041, 0.030589185655117035, 503146.060
20200921_0009, 398.95289, 0.022340526804327965, 0.000
20200921_0010, 995.79481, 0.014045464806258678, 10.370
20200921_0011, 630.26769, 0.014045464806258678, 2.808
20200921_0012, 303.23331, 0.028229909017682076, -0.786
20200921_0013, 575.14471, 0.013470614328980446, 0.000
20200921_0014, 522.37331, 0.03349868580698967, 418995.863
20200921_0015, 332.20433, 0.025771932676434517, 0.024
20200921_0016, 332.20433, 0.025771932676434517, 0.024
20200921_0017, 332.20433, 0.025771932676434517, 0.024
20200921_0018, 303.23331, 0.03186701983213425, -0.077
20200921_0019, 398.95291, 0.027502482756972313, -2.868
20200921_0020, 398.95291, 0.027502482756972313, -2.868
20200921_0021, 630.26768, 0.01357352640479803, 6.174
20200921_0022, 524.85026, 0.01676349714398384, -1.029
20200921_0023, 829.31213, 0.011370339430868626, -1.084
20200921_0024, 829.31213, 0.011370339430868626, -1.084
20200921_0025, 437.14071, 0.01777552254498005, 0.277
20200921_0026, 230.47428, 0.03377554938197136, 0.593
20200921_0027, 230.47428, 0.03377554938197136, 0.593
20200921_0028, 230.47428, 0.03377554938197136, 0.593
20200921_0029, 908.75092, 0.023102080449461937, -11.546
20200921_0030, 908.75092, 0.023102080449461937, -11.546
20200921_0031, 479.00381, 0.016158923506736755, 0.153
20200921_0032, 479.00381, 0.016158923506736755, 0.153
20200921_0033, 479.00381, 0.016158923506736755, 0.153
20200921_0034, 254.30570, 0.04317660629749298, 6113659.476
20200921_0035, 756.83326, 0.011327873915433884, 7.017
20200921_0036, 630.26772, 0.01329188421368599, -5.934
20200921_0037, 479.00384, 0.019826099276542664, -2.486
20200921_0038, 303.23332, 0.025968044996261597, -0.569
20200921_0039, 524.85029, 0.01949658989906311, -1.960
20200921_0040, 756.83332, 0.010232174769043922, -7.708
20200921_0041, 573.41412, 0.028999242931604385, 321071.054
20200921_0042, 573.41412, 0.028999242931604385, 321071.054
20200921_0043, 476.74235, 0.03756748512387276, 349128.314
20200921_0044, 332.20433, 0.027689838781952858, -1.513
20200921_0045, 435.34404, 0.03732859343290329, 253211.379
20200921_0046, 829.31213, 0.0199607964605093, -8.349
20200921_0047, 829.31213, 0.0199607964605093, -8.349
20200921_0048, 829.31213, 0.0199607964605093, -8.349
20200921_0049, 398.95290, 0.023652132600545883, 1.667
20200921_0050, 690.65978, 0.01121555082499981, 1.758
20200921_0051, 397.31320, 0.040944088250398636, 210903.941
20200921_0052, 524.85025, 0.016181889921426773, 3.351
20200921_0053, 829.31216, 0.01955307275056839, -4.223
20200921_0054, 829.31216, 0.01955307275056839, -4.223
20200921_0055, 908.75081, 0.01955307275056839, 1.225
20200921_0056, 908.75081, 0.01955307275056839, 1.225
20200921_0057, 398.95290, 0.022583894431591034, 0.000
20200921_0058, 398.95290, 0.022583894431591034, 0.000
20200921_0059, 364.01696, 0.0251979511231184, 3.155
20200921_0100, 364.01696, 0.0251979511231184, 3.155
20200921_0101, 364.01696, 0.0251979511231184, 3.155
20200921_0102, 756.83328, 0.012754612602293491, 4.638
20200921_0103, 303.23330, 0.03167559951543808, 0.019
20200921_0104, 398.95291, 0.019497185945510864, -0.016
20200921_0105, 627.68506, 0.02574150450527668, 524791.959
20200921_0106, 364.01694, 0.026716094464063644, 1.753
20200921_0107, 364.01699, 0.026379765942692757, -2.242
